frequency_hz,eq_copy_db,source_variant,smoothing,pipeline_version
51.43827618118689,-0.6483986470358347,v17_v15w_weighted_all,none,V17.0-operative
52.13714091987839,-0.6483551908751323,v17_v15w_weighted_all,none,V17.0-operative
52.84550076531228,-0.6483102119899579,v17_v15w_weighted_all,none,V17.0-operative
53.5634847224978,-0.6482635827516812,v17_v15w_weighted_all,none,V17.0-operative
54.29122354916719,-0.6478450785573875,v17_v15w_weighted_all,none,V17.0-operative
55.02884977958908,-0.6475404272205592,v17_v15w_weighted_all,none,V17.0-operative
55.77649774870533,-0.6455096895306389,v17_v15w_weighted_all,none,V17.0-operative
56.5343036165958,-0.6455258668017629,v17_v15w_weighted_all,none,V17.0-operative
57.30240539327561,-0.6473124581720046,v17_v15w_weighted_all,none,V17.0-operative
58.0809429638292,-0.6479423288301989,v17_v15w_weighted_all,none,V17.0-operative
58.87005811388582,-0.6478807053627289,v17_v15w_weighted_all,none,V17.0-operative
59.669894555441374,-0.6478162540860074,v17_v15w_weighted_all,none,V17.0-operative
60.480597953030895,-0.6477491114972382,v17_v15w_weighted_all,none,V17.0-operative
61.30231595025663,-0.6476785889996349,v17_v15w_weighted_all,none,V17.0-operative
62.135198196676605,-0.6476050189911761,v17_v15w_weighted_all,none,V17.0-operative
62.979396375058506,-0.6475278080379656,v17_v15w_weighted_all,none,V17.0-operative
63.83506422900381,-0.6474469385018018,v17_v15w_weighted_all,none,V17.0-operative
64.70235759094723,-0.647362182508517,v17_v15w_weighted_all,none,V17.0-operative
65.58143441053664,-0.6472730362974178,v17_v15w_weighted_all,none,V17.0-operative
66.47245478339849,-0.647179746354473,v17_v15w_weighted_all,none,V17.0-operative
67.37558098029409,-0.6470812212193877,v17_v15w_weighted_all,none,V17.0-operative
68.29097747667203,-0.6469779742841345,v17_v15w_weighted_all,none,V17.0-operative
69.21881098262212,-0.6468691227983264,v17_v15w_weighted_all,none,V17.0-operative
70.15925047323624,-0.6467545805331965,v17_v15w_weighted_all,none,V17.0-operative
71.11246721938184,-0.6466340536723967,v17_v15w_weighted_all,none,V17.0-operative
72.07863481889319,-0.6465066963195167,v17_v15w_weighted_all,none,V17.0-operative
73.05792922818694,-0.6463729185528453,v17_v15w_weighted_all,none,V17.0-operative
74.05052879430674,-0.6462310685496738,v17_v15w_weighted_all,none,V17.0-operative
75.05661428740355,-0.672995913868834,v17_v15w_weighted_all,none,V17.0-operative
76.07636893365702,-0.7052050844032167,v17_v15w_weighted_all,none,V17.0-operative
