frequency_hz,delta_db,n_eff
41.031548549720696,-2.194025002682098,97.45631813758892
41.100822076244704,-2.18951727983964,97.39834248962694
41.17021255720125,-2.1849833630400983,97.3645070073324
41.23972019004441,-2.180417282656037,97.35478869216224
41.3093451725616,-2.1758130349756595,97.36919541646053
41.37908770287417,-2.1711645743315584,97.40776610017546
41.44894797943797,-2.16646580518716,97.47057088352342
41.51892620104387,-2.1617105741707023,97.55771129653587
41.58902256681839,-2.15689266204637,97.66932042578009
41.659237276224225,-2.152005775612307,97.80556307789116
41.729570529060815,-2.147043539515032,97.96663593889302
41.80002252546493,-2.141999487969776,98.15276772760441
41.870593465911234,-2.1393339238120115,98.36421934071727
41.941283551212834,-2.1382662411807223,98.60128398639408
42.01209298252189,-2.1371797624329703,98.86428730244508
42.08302196133017,-2.1360731330698846,99.1535874543089
42.154070689469584,-2.134944976528929,99.46957520716407
42.22523936911284,-2.1337938924521147,99.8126739655327
42.29652820277395,-2.1326184549294043,100.18333977269363
42.36793739330883,-2.1314172107151346,100.58206126109471
42.439467143915884,-2.130188677415263,101.00935954372419
42.51111765813658,-2.128931341643197,101.46578803507282
42.582889139856,-2.127643657141942,101.95193218887236
42.654781793303485,-2.126324042870279,102.46840913822916
42.72679582305314,-2.124970881050622,103.01586722207686
42.798931434024475,-2.0891463735068423,103.59498538003697
42.87118883148295,-2.0846755811830695,104.2064723958024
42.943568221040586,-2.077761329243866,104.85106596703977
43.01606980865654,-2.069658277822292,105.52953157753586
43.08869380063767,-2.0613405312033772,106.24266114490918
43.16144040363917,-2.052798228474888,106.99127141465029
43.23430982466511,-2.0440212563013085,107.7762020685837
43.30730227106904,-2.034999236879138,108.59831351305203
43.38041795055464,-2.0257215156076986,109.45848430925456
43.453657071176146,-2.0161771484614532,110.35760820523713
43.52701984133915,-2.0063548890489575,111.29659072611398
43.60050646980105,-1.9973909082537453,112.27634527619428
43.67411716567171,-1.991372029739477,113.29778870394519
43.747852138414025,-1.985172039537165,114.36183627814971
43.821711597844526,-1.9787836657461997,115.4693960214003
43.895695754133975,-1.972199421615526,116.62136234527365
43.96980481780796,-1.9654115968022918,117.81860893035815
44.04403899974752,-1.9584122483853712,119.06198079392139
