pair,event_cafe,event_azul,time_cafe,time_azul,lag_ms,match_cost,f0_cafe,f0_azul,note_error_cents,confidence,status
D_open,69,92,43.845079365079364,57.7015873015873,13856.507936507938,2.12948713777646,73.4302852048002,73.22559828285797,-4.832553462329017,low,accepted
D_open,74,94,46.8259410430839,58.90031746031746,12074.37641723356,2.217545314362706,73.44677759915196,73.21533325329098,-5.46405151681613,low,accepted
D_open,75,96,47.452879818594106,60.11356009070295,12660.68027210884,2.2217749727411316,73.46961450957215,73.23956364711717,-5.429410995752322,low,accepted
D_open,80,98,50.4366439909297,61.31809523809524,10881.451247165536,2.2504168168500436,73.45505979632223,73.2221363950969,-5.4984042844695935,low,accepted
D_open,85,99,53.46104308390023,61.91891156462585,8457.868480725623,2.2539341909581956,73.40098425478094,73.18427462891074,-5.118868831085063,low,accepted
D_open,87,100,54.694603174603174,62.5081179138322,7813.514739229028,2.1023923345785636,73.4594335992007,73.18447369846926,-6.492196080884564,low,accepted
D_open,89,102,55.899138321995466,63.70684807256236,7807.7097505668935,2.123797858580112,73.43197887669336,73.20001074349807,-5.477542336295972,low,accepted
D_open,91,112,57.080453514739226,69.67727891156463,12596.825396825401,2.073660032403651,73.37884713251178,73.17792335080382,-4.74691560059719,low,accepted
D_open,93,117,58.26467120181406,72.67555555555556,14410.884353741501,1.4226559002652361,73.42520589101214,73.17725049482861,-5.856235215089088,medium,accepted
G_open,0,4,2.220408163265306,5.125804988662131,2905.396825396825,1.4737093622694755,97.8801469679408,97.9102698774928,0.5327105169404205,medium,accepted
G_open,1,5,2.8560544217687074,5.7411337868480725,2885.0793650793653,1.3240548012706572,97.8598519754778,97.8494352938888,-0.1842908337543672,medium,accepted
G_open,2,6,3.4771882086167802,6.3448526077097505,2867.66439909297,1.4589412224599345,97.88267695042053,97.92661149261882,0.7768883413551254,medium,accepted
G_open,3,7,4.072199546485261,6.948571428571428,2876.3718820861673,1.3686977700128775,97.87616897524515,97.89189276548635,0.2781001238141425,medium,accepted
G_open,4,8,4.649795918367347,7.5377777777777775,2887.981859410431,1.351336930014815,97.87445983891465,97.88925657924912,0.2617095874531134,medium,accepted
G_open,5,9,5.241904761904762,8.132789115646258,2890.8843537414955,1.2280605757772942,97.87168414501323,97.86620452062354,-0.09693077192858829,medium,accepted
G_open,6,10,5.84562358276644,8.742312925170069,2896.6893424036284,1.5576692857778953,97.8806507754982,97.8706970081547,-0.1760631653523173,medium,accepted
G_open,7,11,6.469659863945578,9.331519274376417,2861.8594104308386,1.3385204082807727,97.86830567293654,97.92129443657568,0.9370870977670008,medium,accepted
G_open,9,12,7.671292517006803,9.949750566893425,2278.4580498866217,1.271071502324582,97.8916309934802,97.89992012026826,0.14658874154113308,medium,accepted
G_open,10,13,8.263401360544218,10.538956916099773,2275.5555555555543,1.371460325697614,97.89367196362012,97.92408201440594,0.5377134065523538,medium,accepted
G_open,11,14,8.88453514739229,11.122358276643991,2237.8231292517016,1.2944004678271608,97.90718725785726,97.896937809211,-0.1812443378371904,medium,accepted
