pair,event,event_confidence_v18,class_weight,note_weight,lag_weight
A_open,44,0.6571244715009104,1.0,0.893108699840273,0.9993796526054602
A_open,45,0.7974105407491476,1.0,0.8951394651485256,0.9987593052109189
A_open,46,0.7611231728444502,1.0,0.8825315754922307,0.9981389578163776
A_open,47,0.8107743550156984,1.0,0.8744941245137526,0.9993796526054587
A_open,48,0.6550543178622248,1.0,0.8826330359947849,0.9993796526054587
A_open,49,0.8357841479972784,1.0,0.9151369415540797,0.9968982630272951
A_open,50,0.6640052467455919,1.0,0.8868275587951993,0.9900744416873455
A_open,51,0.8227368428148986,1.0,0.8745673127510109,0.9962779156327553
A_open,52,0.7444606464296343,1.0,0.8143532275187819,0.995657568238214
A_open,53,0.8774060694069413,1.0,0.9233692270155217,0.9975186104218349
A_open,54,0.7808648893446651,1.0,0.8883505216335508,1.0
A_open,55,0.8592751962280318,1.0,0.924090824370184,1.0
A_open,56,0.8151713904714187,1.0,0.9026960893127396,0.9937965260545901
A_open,57,0.8440620969698012,1.0,0.9166226386383494,0.9919354838709663
A_open,58,0.7929376255802537,1.0,0.9028173899504233,0.9981389578163776
A_open,59,0.8580861264085157,1.0,0.8917947826705664,0.9950372208436712
A_open,60,0.8019311453913205,1.0,0.9121001719615441,0.9962779156327538
A_open,61,0.841972466851895,1.0,0.8872780700224113,0.9968982630272936
A_open,62,0.7612151888869474,1.0,0.8902930711341961,0.9931761786600489
A_open,63,0.8312411899434785,1.0,0.8981964425987116,0.9962779156327538
A_open,64,0.7683330978570942,1.0,0.890362081767555,0.9832506203473943
A_open,65,0.8498342716123933,1.0,0.897341578515687,0.9987593052109174
A_open,67,0.8062351043021339,1.0,0.8973382191063506,0.8771712158808933
A_open,68,0.7789234752267993,1.0,0.9170056872584879,0.8821339950372207
A_open,69,0.7860864458251692,1.0,0.8459615176978617,0.8808933002481396
A_open,71,0.8150008834066834,1.0,0.9194168514014674,0.7475186104218372
A_open,72,0.7600614367730353,1.0,0.9221425973933837,0.7468982630272958
A_open,73,0.80394828714556,1.0,0.8828925674463036,0.7506203473945421
A_open,74,0.7137075350768426,1.0,0.873477284119804,0.7493796526054595
A_open,75,0.7546196904956742,1.0,0.849811424193192,0.7444168734491322
A_open,76,0.7358812424420145,1.0,0.8626817598754153,0.7413151364764272
A_open,77,0.7976008649076615,1.0,0.8627518580234638,0.7500000000000008
A_open,78,0.7607203267514521,1.0,0.8960228748493009,0.7413151364764272
A_open,79,0.799997225102903,1.0,0.885957607038183,0.7400744416873463
A_open,80,0.7749198005462462,1.0,0.8814200706641271,0.7444168734491308
